Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
PhillipsBridge (US),0,2583,532986,1552,443626,1031,89360,2186,495354,1346,425298,840,70056,397,37632,206,18328,191,19304
PhillipsBridge (US),1800,2582,535622,1559,453638,1023,81984,2274,515888,1404,443330,870,72558,308,19734,155,10308,153,9426
PhillipsBridge (US),3600,2632,546525,1588,459780,1044,86745,2276,517666,1406,445108,870,72558,356,28859,182,14672,174,14187
PhillipsBridge (US),5400,2649,550423,1612,467312,1037,83111,2352,531649,1462,457424,890,74225,297,18774,150,9888,147,8886
PhillipsBridge (US),7200,2563,529373,1531,443672,1032,85701,2232,502698,1362,430140,870,72558,331,26675,169,13532,162,13143
PhillipsBridge (US),9000,2665,586341,1613,492587,1052,93754,2226,508380,1386,438324,840,70056,439,77961,227,54263,212,23698
PhillipsBridge (US),10800,2636,547377,1587,457147,1049,90230,2266,513470,1396,440912,870,72558,370,33907,191,16235,179,17672
PhillipsBridge (US),12600,2623,545057,1591,462432,1032,82625,2338,527429,1448,453204,890,74225,285,17628,143,9228,142,8400
PhillipsBridge (US),14400,2688,562394,1614,467067,1074,95327,2266,513818,1396,441260,870,72558,422,48576,218,25807,204,22769
PhillipsBridge (US),16200,2552,531356,1541,450536,1011,80820,2268,513938,1398,441380,870,72558,284,17418,143,9156,141,8262
PhillipsBridge (US),18000,2528,529265,1532,446594,996,82671,2212,503856,1372,433800,840,70056,316,25409,160,12794,156,12615
PhillipsBridge (US),19800,2652,547503,1591,462514,1061,84989,2368,530085,1448,453358,920,76727,284,17418,143,9156,141,8262
PhillipsBridge (US),21600,2547,534049,1550,451252,997,82797,2226,508154,1386,438098,840,70056,321,25895,164,13154,157,12741
PhillipsBridge (US),23400,2544,528876,1532,447966,1012,80910,2258,511278,1388,438720,870,72558,286,17598,144,9246,142,8352
PhillipsBridge (US),25200,2542,528196,1530,441014,1012,87182,2188,495440,1348,425384,840,70056,354,32756,182,15630,172,17126
PhillipsBridge (US),27000,2706,563341,1644,478262,1062,85079,2418,545623,1498,468896,920,76727,288,17718,146,9366,142,8352
PhillipsBridge (US),28800,2585,539405,1557,454052,1028,85353,2266,513696,1396,441138,870,72558,319,25709,161,12914,158,12795
PhillipsBridge (US),30600,2480,516926,1503,438932,977,77994,2202,500042,1362,429986,840,70056,278,16884,141,8946,137,7938
PhillipsBridge (US),32400,2584,539347,1556,453994,1028,85353,2262,513368,1392,440810,870,72558,322,25979,164,13184,158,12795
PhillipsBridge (US),34200,2486,517482,1505,439128,981,78354,2200,499878,1360,429822,840,70056,286,17604,145,9306,141,8298
PhillipsBridge (US),36000,2716,566346,1639,476974,1077,89372,2400,540997,1480,464270,920,76727,316,25349,159,12704,157,12645
PhillipsBridge (US),37800,2541,530196,1534,449664,1007,80532,2264,513306,1394,440748,870,72558,277,16890,140,8916,137,7974
PhillipsBridge (US),39600,2547,529891,1534,442703,1013,87188,2192,497304,1352,427248,840,70056,355,32587,182,15455,173,17132
PhillipsBridge (US),41400,2552,534472,1548,454198,1004,80274,2282,518158,1412,445600,870,72558,270,16314,136,8598,134,7716
PhillipsBridge (US),43200,2653,551156,1604,464094,1049,87062,2330,525237,1440,451012,890,74225,323,25919,164,13082,159,12837
PhillipsBridge (US),45000,2549,534198,1544,453870,1005,80328,2278,517830,1408,445272,870,72558,271,16368,136,8598,135,7770
PhillipsBridge (US),46800,2504,520869,1508,438138,996,82731,2184,495112,1344,425056,840,70056,320,25757,164,13082,156,12675
PhillipsBridge (US),48600,2543,530650,1537,450232,1006,80418,2270,514102,1400,441544,870,72558,273,16548,137,8688,136,7860
PhillipsBridge (US),50400,2718,566562,1641,477142,1077,89420,2398,540877,1478,464150,920,76727,320,25685,163,12992,157,12693
PhillipsBridge (US),52200,2500,524758,1522,446698,978,78060,2222,507826,1382,437770,840,70056,278,16932,140,8928,138,8004
PhillipsBridge (US),54000,2615,546072,1578,456778,1037,89294,2270,514102,1400,441544,870,72558,345,31970,178,15234,167,16736
PhillipsBridge (US),55800,2480,516866,1502,438806,978,78060,2202,499964,1362,429908,840,70056,278,16902,140,8898,138,8004
PhillipsBridge (US),57600,2680,561204,1636,474520,1044,86684,2364,535783,1474,461558,890,74225,316,25421,162,12962,154,12459
PhillipsBridge (US),59400,2489,519636,1509,441396,980,78240,2207,502374,1367,432318,840,70056,282,17262,142,9078,140,8184
PhillipsBridge (US),61200,2613,547253,1584,461815,1029,85438,2291,521200,1421,448642,870,72558,322,26053,163,13173,159,12880
PhillipsBridge (US),63000,2538,528296,1530,447734,1008,80562,2260,511364,1390,438806,870,72558,278,16932,140,8928,138,8004
PhillipsBridge (US),64800,2776,572645,1667,473009,1109,99636,2293,516951,1417,443911,876,73040,483,55694,250,29098,233,26596
PhillipsBridge (US),66600,2708,560588,1624,466186,1084,94402,2268,513860,1398,441302,870,72558,440,46728,226,24884,214,21844
PhillipsBridge (US),68400,2580,540723,1568,453589,1012,87134,2225,508096,1385,438040,840,70056,355,32627,183,15549,172,17078
PhillipsBridge (US),70200,2489,514718,1483,434336,1006,80382,2216,498236,1346,425678,870,72558,273,16482,137,8658,136,7824
PhillipsBridge (US),72000,2742,573242,1665,483786,1077,89456,2422,547487,1502,470760,920,76727,320,25755,163,13026,157,12729
PhillipsBridge (US),73800,2471,514598,1494,436628,977,77970,2196,497936,1356,427880,840,70056,275,16662,138,8748,137,7914
PhillipsBridge (US),75600,2552,536712,1553,453058,999,83654,2228,509854,1388,439798,840,70056,324,26858,165,13260,159,13598
PhillipsBridge (US),77400,2479,516458,1499,438278,980,78180,2201,499562,1360,429440,841,70122,278,16896,139,8838,139,8058
PhillipsBridge (US),79200,2693,563606,1640,476328,1053,87278,2374,538043,1478,463422,896,74621,319,25563,162,12906,157,12657
PhillipsBridge (US),81000,2452,509702,1474,431642,978,78060,2177,492974,1336,422864,841,70110,275,16728,138,8778,137,7950
PhillipsBridge (US),82800,2663,559973,1615,469881,1048,90092,2297,522962,1426,450338,871,72624,366,37011,189,19543,177,17468
PhillipsBridge (US),84600,2560,534467,1536,442131,1024,92336,2183,495344,1343,425288,840,70056,377,39123,193,16843,184,22280
PhillipsBridge (US),86400,2641,549501,1585,458750,1056,90751,2288,516707,1403,442920,885,73787,353,32794,182,15830,171,16964
PhillipsBridge (US),88200,2643,549798,1600,466272,1043,83526,2365,532854,1460,457356,905,75498,278,16944,140,8916,138,8028
PhillipsBridge (US),90000,2523,527363,1528,444782,995,82581,2208,502070,1368,432014,840,70056,315,25293,160,12768,155,12525
PhillipsBridge (US),91800,2531,526232,1523,445682,1008,80550,2254,509414,1384,436856,870,72558,277,16818,139,8826,138,7992
PhillipsBridge (US),93600,2567,532895,1540,447668,1027,85227,2248,507308,1378,434750,870,72558,319,25587,162,12918,157,12669
PhillipsBridge (US),95400,2784,603462,1686,506119,1098,97343,2352,531727,1462,457502,890,74225,432,71735,224,48617,208,23118
PhillipsBridge (US),97200,2611,543701,1570,454143,1041,89558,2258,511200,1388,438642,870,72558,353,32501,182,15501,171,17000
PhillipsBridge (US),99000,2474,516190,1496,438106,978,78084,2196,499246,1356,429190,840,70056,278,16944,140,8916,138,8028
PhillipsBridge (US),100800,2595,540364,1553,450760,1042,89604,2242,506816,1372,434258,870,72558,353,33548,181,16502,172,17046
PhillipsBridge (US),102600,2670,560112,1622,473168,1048,86944,2346,530931,1456,456706,890,74225,324,29181,166,16462,158,12719
PhillipsBridge (US),104400,2565,534329,1541,449312,1024,85017,2251,509114,1381,436556,870,72558,314,25215,160,12756,154,12459
PhillipsBridge (US),106200,2543,530616,1535,450054,1008,80562,2266,513774,1396,441216,870,72558,277,16842,139,8838,138,8004
PhillipsBridge (US),108000,2541,531857,1544,449108,997,82749,2220,506048,1380,435992,840,70056,321,25809,164,13116,157,12693
PhillipsBridge (US),109800,2685,560109,1627,475378,1058,84731,2408,543267,1488,466540,920,76727,277,16842,139,8838,138,8004
PhillipsBridge (US),111600,2537,527732,1528,440796,1009,86936,2188,495440,1348,425384,840,70056,349,32292,180,15412,169,16880
PhillipsBridge (US),113400,2534,528030,1527,447558,1007,80472,2258,511278,1388,438720,870,72558,276,16752,139,8838,137,7914
PhillipsBridge (US),115200,2574,536689,1548,451492,1026,85197,2256,511114,1386,438556,870,72558,318,25575,162,12936,156,12639
PhillipsBridge (US),117000,2622,547533,1595,465430,1027,82103,2348,530961,1457,456682,891,74279,274,16572,138,8748,136,7824
PhillipsBridge (US),118800,2569,534697,1541,449356,1028,85341,2248,508888,1378,436330,870,72558,321,25809,163,13026,158,12783
PhillipsBridge (US),120600,2581,542482,1563,450541,1018,91941,2212,503934,1372,433878,840,70056,369,38548,191,16663,178,21885
PhillipsBridge (US),122400,2682,559558,1608,459977,1074,99581,2259,511384,1389,438826,870,72558,423,48174,219,21151,204,27023
PhillipsBridge (US),124200,2594,538389,1567,456250,1027,82139,2319,521727,1429,447502,890,74225,275,16662,138,8748,137,7914
PhillipsBridge (US),126000,2638,553159,1599,463757,1039,89402,2289,521036,1419,448478,870,72558,349,32123,180,15279,169,16844
PhillipsBridge (US),127800,2555,533074,1546,452422,1009,80652,2276,516052,1406,443494,870,72558,279,17022,140,8928,139,8094
PhillipsBridge (US),129600,2536,531505,1542,448990,994,82515,2222,506290,1382,436234,840,70056,314,25215,160,12756,154,12459
PhillipsBridge (US),131400,2701,564431,1642,479610,1059,84821,2422,547409,1502,470682,920,76727,279,17022,140,8928,139,8094
PhillipsBridge (US),133200,2509,522831,1513,440172,996,82659,2192,497382,1352,427326,840,70056,317,25449,161,12846,156,12603
PhillipsBridge (US),135000,2566,537774,1560,457392,1006,80382,2292,521202,1422,448644,870,72558,274,16572,138,8748,136,7824
PhillipsBridge (US),136800,2528,528591,1529,445662,999,82929,2204,502512,1364,432456,840,70056,324,26079,165,13206,159,12873
PhillipsBridge (US),138600,2649,549063,1593,464512,1056,84551,2376,532581,1456,455854,920,76727,273,16482,137,8658,136,7824
PhillipsBridge (US),140400,2642,552740,1599,463086,1043,89654,2286,520022,1416,447464,870,72558,356,32718,183,15622,173,17096
PhillipsBridge (US),142200,2460,510320,1481,432194,979,78126,2183,493478,1342,423356,841,70122,277,16842,139,8838,138,8004
PhillipsBridge (US),144000,2574,536689,1548,451492,1026,85197,2256,511114,1386,438556,870,72558,318,25575,162,12936,156,12639
PhillipsBridge (US),145800,2556,534774,1548,454188,1008,80586,2278,517830,1408,445272,870,72558,278,16944,140,8916,138,8028
PhillipsBridge (US),147600,2638,548364,1591,461391,1047,86973,2320,522577,1430,448352,890,74225,318,25787,161,13039,157,12748
PhillipsBridge (US),149400,2530,524654,1519,443846,1011,80808,2249,507452,1378,434828,871,72624,281,17202,141,9018,140,8184
PhillipsBridge (US),151200,2494,518463,1500,435948,994,82515,2180,493248,1340,423192,840,70056,314,25215,160,12756,154,12459
PhillipsBridge (US),153000,2703,561602,1620,467256,1083,94346,2266,515050,1396,442492,870,72558,437,46552,224,24764,213,21788
PhillipsBridge (US),154800,2760,576099,1666,481389,1094,94710,2402,542393,1482,465666,920,76727,358,33706,184,15723,174,17983
PhillipsBridge (US),156600,2484,518498,1505,440384,979,78114,2206,501602,1366,431546,840,70056,278,16896,139,8838,139,8058
PhillipsBridge (US),158400,2586,539435,1560,454238,1026,85197,2268,513860,1398,441302,870,72558,318,25575,162,12936,156,12639
PhillipsBridge (US),160200,2476,516186,1497,438132,979,78054,2199,499476,1358,429354,841,70122,277,16710,139,8778,138,7932
PhillipsBridge (US),162000,2723,565462,1644,475850,1079,89612,2401,539527,1480,462734,921,76793,322,25935,164,13116,158,12819
PhillipsBridge (US),163800,2521,531352,1545,453472,976,77880,2248,514870,1408,444814,840,70056,273,16482,137,8658,136,7824
PhillipsBridge (US),165600,2578,536873,1552,451712,1026,85161,2260,511364,1390,438806,870,72558,318,25509,162,12906,156,12603
PhillipsBridge (US),167400,2536,535706,1558,457622,978,78084,2258,518762,1418,448706,840,70056,278,16944,140,8916,138,8028
PhillipsBridge (US),169200,2784,582945,1684,488177,1100,94768,2414,545217,1494,468490,920,76727,370,37728,190,19687,180,18041
PhillipsBridge (US),171000,2550,531178,1540,450472,1010,80706,2270,514102,1400,441544,870,72558,280,17076,140,8928,140,8148
PhillipsBridge (US),172800,2547,531808,1537,444854,1010,86954,2198,499332,1358,429276,840,70056,349,32476,179,15578,170,16898
PhillipsBridge (US),174600,2555,533168,1545,452426,1010,80742,2274,515966,1404,443408,870,72558,281,17202,141,9018,140,8184
PhillipsBridge (US),176400,2636,556368,1622,472186,1014,84182,2322,531153,1462,459430,860,71723,314,25215,160,12756,154,12459
PhillipsBridge (US),178200,2547,530878,1539,450352,1008,80526,2270,514102,1400,441544,870,72558,277,16776,139,8808,138,7968
PhillipsBridge (US),180000,2597,543381,1570,458130,1027,85251,2278,517752,1408,445194,870,72558,319,25629,162,12936,157,12693
PhillipsBridge (US),181800,2648,577723,1604,484789,1044,92934,2220,506126,1380,436070,840,70056,428,71597,224,48719,204,22878
PhillipsBridge (US),183600,2635,550657,1594,461075,1041,89582,2280,517994,1410,445436,870,72558,355,32663,184,15639,171,17024
PhillipsBridge (US),185400,2548,532432,1540,451882,1008,80550,2272,515668,1401,443056,871,72612,276,16764,139,8826,137,7938
PhillipsBridge (US),187200,2619,554066,1589,462340,1030,91726,2225,508398,1385,438342,840,70056,394,45668,204,23998,190,21670
PhillipsBridge (US),189000,2563,536743,1554,456108,1009,80635,2283,519720,1413,447162,870,72558,280,17023,141,8946,139,8077
PhillipsBridge (US),190800,2519,526731,1524,444150,995,82581,2204,501438,1364,431382,840,70056,315,25293,160,12768,155,12525
PhillipsBridge (US),192600,2561,535042,1552,454438,1009,80604,2282,518080,1412,445522,870,72558,279,16962,140,8916,139,8046
PhillipsBridge (US),194400,2532,529661,1537,447080,995,82581,2214,504098,1374,434042,840,70056,318,25563,163,13038,155,12525
PhillipsBridge (US),196200,2544,530352,1535,449676,1009,80676,2264,513228,1394,440670,870,72558,280,17124,141,9006,139,8118
PhillipsBridge (US),198000,2721,563423,1632,469876,1089,93547,2373,531323,1453,454596,920,76727,348,32100,179,15280,169,16820
PhillipsBridge (US),199800,2479,516170,1500,437996,979,78174,2199,499046,1359,428990,840,70056,280,17124,141,9006,139,8118
PhillipsBridge (US),201600,2565,534301,1540,449218,1025,85083,2250,509008,1380,436450,870,72558,315,25293,160,12768,155,12525
PhillipsBridge (US),203400,2489,520772,1513,442868,976,77904,2214,504098,1374,434042,840,70056,275,16674,139,8826,136,7848
PhillipsBridge (US),205200,2731,569202,1654,479770,1077,89432,2408,543189,1488,466462,920,76727,323,26013,166,13308,157,12705
PhillipsBridge (US),207000,2621,546157,1570,451551,1051,94606,2248,507386,1378,434828,870,72558,373,38771,192,16723,181,22048
PhillipsBridge (US),208800,2529,529305,1533,446646,996,82659,2212,503856,1372,433800,840,70056,317,25449,161,12846,156,12603
PhillipsBridge (US),210600,2550,532442,1542,451856,1008,80586,2272,515498,1402,442940,870,72558,278,16944,140,8916,138,8028
PhillipsBridge (US),212400,2754,573520,1663,479829,1091,93691,2404,541325,1484,464598,920,76727,350,32195,179,15231,171,16964
PhillipsBridge (US),214200,2477,516410,1497,438182,980,78228,2194,499082,1354,429026,840,70056,283,17328,143,9156,140,8172
PhillipsBridge (US),216000,2597,544971,1573,459978,1024,84993,2284,519858,1414,447300,870,72558,313,25113,159,12678,154,12435
PhillipsBridge (US),217800,2466,512384,1488,434300,978,78084,2188,495440,1348,425384,840,70056,278,16944,140,8916,138,8028
PhillipsBridge (US),219600,2602,545405,1578,460412,1024,84993,2286,520022,1416,447464,870,72558,316,25383,162,12948,154,12435
PhillipsBridge (US),221400,2527,524358,1518,443682,1009,80676,2246,507144,1376,434586,870,72558,281,17214,142,9096,139,8118
PhillipsBridge (US),223200,2528,529311,1532,446676,996,82635,2210,503814,1370,433758,840,70056,318,25497,162,12918,156,12579
PhillipsBridge (US),225000,2566,537130,1559,456634,1007,80496,2288,520186,1418,447628,870,72558,278,16944,141,9006,137,7938
PhillipsBridge (US),226800,2554,532408,1542,445298,1012,87110,2200,499744,1359,429634,841,70110,354,32664,183,15664,171,17000
PhillipsBridge (US),228600,2544,530348,1536,449798,1008,80550,2266,513470,1396,440912,870,72558,278,16878,140,8886,138,7992
PhillipsBridge (US),230400,2574,536579,1546,451262,1028,85317,2254,510872,1384,438314,870,72558,320,25707,162,12948,158,12759
PhillipsBridge (US),232200,2592,538771,1566,456698,1026,82073,2318,522187,1428,447962,890,74225,274,16584,138,8736,136,7848
PhillipsBridge (US),234000,2600,543162,1569,456795,1031,86367,2274,515888,1404,443330,870,72558,326,27274,165,13465,161,13809
PhillipsBridge (US),235800,2486,518966,1507,440852,979,78114,2208,502070,1368,432014,840,70056,278,16896,139,8838,139,8058
PhillipsBridge (US),237600,2626,552247,1600,467086,1026,85161,2308,526738,1438,454180,870,72558,318,25509,162,12906,156,12603
PhillipsBridge (US),239400,2944,606083,1767,496268,1177,109815,2346,529621,1456,455396,890,74225,598,76462,311,40872,287,35590
PhillipsBridge (US),241200,2598,540081,1558,450589,1040,89492,2248,507838,1378,435280,870,72558,350,32243,180,15309,170,16934
PhillipsBridge (US),243000,2586,544688,1578,464102,1008,80586,2308,527744,1438,455186,870,72558,278,16944,140,8916,138,8028
PhillipsBridge (US),244800,2507,525585,1523,443991,984,81594,2192,500292,1363,431223,829,69069,315,25293,160,12768,155,12525
PhillipsBridge (US),246600,2614,544533,1588,462586,1026,81947,2336,527589,1448,453670,888,73919,278,16944,140,8916,138,8028
PhillipsBridge (US),248400,2484,518741,1500,437123,984,81618,2167,493268,1339,424265,828,69003,317,25473,161,12858,156,12615
PhillipsBridge (US),250200,2549,532560,1541,452034,1008,80526,2275,515976,1403,443298,872,72678,274,16584,138,8736,136,7848
PhillipsBridge (US),252000,2519,525227,1522,442466,997,82761,2200,499574,1360,429518,840,70056,319,25653,162,12948,157,12705
PhillipsBridge (US),253800,2535,528054,1528,447558,1007,80496,2258,511200,1388,438642,870,72558,277,16854,140,8916,137,7938
PhillipsBridge (US),255600,2559,534487,1540,446807,1019,87680,2190,497218,1350,427162,840,70056,369,37269,190,19645,179,17624
PhillipsBridge (US),257400,2538,530176,1531,449680,1007,80496,2262,513412,1392,440854,870,72558,276,16764,139,8826,137,7938
PhillipsBridge (US),259200,2589,537406,1548,447848,1041,89558,2238,504726,1368,432168,870,72558,351,32680,180,15680,171,17000
PhillipsBridge (US),261000,2458,510254,1481,432260,977,77994,2182,493490,1342,423434,840,70056,276,16764,139,8826,137,7938
PhillipsBridge (US),262800,2561,532437,1536,447354,1025,85083,2246,507144,1376,434586,870,72558,315,25293,160,12768,155,12525
PhillipsBridge (US),264600,2557,534880,1548,454204,1009,80676,2276,517666,1406,445108,870,72558,281,17214,142,9096,139,8118
PhillipsBridge (US),266400,2668,557044,1623,470270,1045,86774,2352,531649,1462,457424,890,74225,316,25395,161,12846,155,12549
PhillipsBridge (US),268200,2701,589158,1626,493668,1075,95490,2278,517830,1408,445272,870,72558,423,71328,218,48396,205,22932
PhillipsBridge (US),270000,2536,527499,1525,440455,1011,87044,2184,495112,1344,425056,840,70056,352,32387,181,15399,171,16988
PhillipsBridge (US),271800,2535,526550,1525,445844,1010,80706,2254,509414,1384,436856,870,72558,281,17136,141,8988,140,8148
PhillipsBridge (US),273600,2761,579696,1677,483602,1084,96094,2360,533785,1469,459506,891,74279,401,45911,208,24096,193,21815
PhillipsBridge (US),275400,2577,541372,1571,460990,1006,80382,2302,524710,1432,452152,870,72558,275,16662,139,8838,136,7824
PhillipsBridge (US),277200,2630,552543,1604,467382,1026,85161,2310,526824,1440,454266,870,72558,320,25719,164,13116,156,12603
PhillipsBridge (US),279000,2474,514658,1495,436508,979,78150,2194,497546,1354,427490,840,70056,280,17112,141,9018,139,8094
PhillipsBridge (US),280800,2565,532835,1539,447674,1026,85161,2248,507386,1378,434828,870,72558,317,25449,161,12846,156,12603
PhillipsBridge (US),282600,2568,537478,1560,456916,1008,80562,2290,520576,1420,448018,870,72558,278,16902,140,8898,138,8004
PhillipsBridge (US),284400,2710,563005,1631,467181,1079,95824,2318,522491,1428,448266,890,74225,392,40514,203,18915,189,21599
PhillipsBridge (US),286200,2543,530616,1535,450054,1008,80562,2266,513774,1396,441216,870,72558,277,16842,139,8838,138,8004
PhillipsBridge (US),288000,2527,527641,1532,445036,995,82605,2210,502156,1370,432100,840,70056,317,25485,162,12936,155,12549
PhillipsBridge (US),289800,2554,534594,1547,454098,1007,80496,2278,517830,1408,445272,870,72558,276,16764,139,8826,137,7938
PhillipsBridge (US),291600,2600,545223,1574,460050,1026,85173,2282,519660,1412,447102,870,72558,318,25563,162,12948,156,12615
PhillipsBridge (US),293400,2581,540598,1559,448406,1022,92192,2204,501438,1364,431382,840,70056,377,39160,195,17024,182,22136
PhillipsBridge (US),295200,2573,534899,1546,449684,1027,85215,2254,509336,1384,436778,870,72558,319,25563,162,12906,157,12657
PhillipsBridge (US),297000,2496,522890,1519,444896,977,77994,2220,506126,1380,436070,840,70056,276,16764,139,8826,137,7938
PhillipsBridge (US),298800,2623,548067,1584,458653,1039,89414,2270,515560,1400,443002,870,72558,353,32507,184,15651,169,16856
