IP, Hostname, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
35.79.139.83,ec2-35-79-139-83.ap-northeast-1.compute.amazonaws.com.,132,17974,66,7667,66,10307
108.157.242.54,api.eu.amazonalexa.com,131,125407,54,119245,77,6162
3.18.4.67,ec2-3-18-4-67.us-east-2.compute.amazonaws.com.,110,14838,55,6339,55,8499
18.172.207.74,api.amazonalexa.com,110,35411,53,26914,57,8497
52.46.149.29,api.amazon.com,107,33002,45,24454,62,8548
18.239.32.55,api.eu.amazonalexa.com,106,123691,50,118937,56,4754
52.94.241.146,api.amazon.com,103,32762,43,24346,60,8416
18.138.26.111,ec2-18-138-26-111.ap-southeast-1.compute.amazonaws.com.,98,13204,49,5642,49,7562
54.65.110.136,ec2-54-65-110-136.ap-northeast-1.compute.amazonaws.com.,97,13138,49,5642,48,7496
15.184.56.86,ec2-15-184-56-86.me-south-1.compute.amazonaws.com.,97,13138,48,5576,49,7562
13.224.68.10,server-13-224-68-10.dub2.r.cloudfront.net.,96,14440,48,6944,48,7496
13.208.135.254,ec2-13-208-135-254.ap-northeast-3.compute.amazonaws.com.,88,11702,44,5011,44,6691
35.176.72.189,ec2-35-176-72-189.eu-west-2.compute.amazonaws.com.,86,11558,43,4933,43,6625
18.61.55.249,ec2-18-61-55-249.ap-south-2.compute.amazonaws.com.,86,11570,43,4945,43,6625
16.50.84.90,ec2-16-50-84-90.ap-southeast-4.compute.amazonaws.com.,86,11570,43,4945,43,6625
3.24.24.7,ec2-3-24-24-7.ap-southeast-2.compute.amazonaws.com.,85,11504,43,4945,42,6559
13.251.25.239,ec2-13-251-25-239.ap-southeast-1.compute.amazonaws.com.,85,11504,42,4879,43,6625
76.223.39.36,ad280fef1f0e0916d.awsglobalaccelerator.com.,85,11492,43,4933,42,6559
13.224.68.26,server-13-224-68-26.dub2.r.cloudfront.net.,84,12635,42,6076,42,6559
52.119.198.189,api.amazon.com,79,24670,33,18289,46,6381
52.119.198.109,api.amazon.com,79,24648,33,18267,46,6381
209.54.177.153,api.amazon.com,79,24677,35,18404,44,6273
176.32.101.46,device-messaging-na.amazon.com,79,30381,34,20403,45,9978
209.54.177.157,api.amazon.com,78,24594,32,18213,46,6381
52.94.231.169,api.amazon.com,78,24616,33,18289,45,6327
52.119.198.106,api.amazon.com,78,24616,33,18289,45,6327
44.215.139.77,softwareupdates.amazon.com,77,25360,32,17914,45,7446
52.46.149.57,api.amazon.com,77,24528,32,18213,45,6315
209.54.178.164,api.amazon.com,77,24540,31,18159,46,6381
209.54.181.98,api.amazon.com,76,24530,32,18257,44,6273
52.46.155.112,api.amazon.com,76,24518,32,18257,44,6261
52.196.98.72,ec2-52-196-98-72.ap-northeast-1.compute.amazonaws.com.,73,9870,36,4182,37,5688
3.97.235.200,ec2-3-97-235-200.ca-central-1.compute.amazonaws.com.,73,9870,36,4182,37,5688
3.33.199.61,a24c175bbe3715653.awsglobalaccelerator.com.,73,9882,36,4182,37,5700
50.18.180.239,ec2-50-18-180-239.us-west-1.compute.amazonaws.com.,73,9870,37,4248,36,5622
35.171.126.187,ec2-35-171-126-187.compute-1.amazonaws.com.,73,9870,36,4182,37,5688
13.224.68.73,server-13-224-68-73.dub2.r.cloudfront.net.,73,10896,36,5208,37,5688
15.160.15.173,ec2-15-160-15-173.eu-south-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
43.218.61.97,ec2-43-218-61-97.ap-southeast-3.compute.amazonaws.com.,72,9804,36,4182,36,5622
52.67.240.205,ec2-52-67-240-205.sa-east-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
54.207.206.10,ec2-54-207-206-10.sa-east-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
99.83.145.255,a4a5099cc304c19f6.awsglobalaccelerator.com.,72,9804,36,4182,36,5622
15.188.250.124,ec2-15-188-250-124.eu-west-3.compute.amazonaws.com.,72,9804,36,4182,36,5622
13.211.192.98,ec2-13-211-192-98.ap-southeast-2.compute.amazonaws.com.,72,9804,36,4182,36,5622
99.80.240.2,ec2-99-80-240-2.eu-west-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
18.133.22.95,ec2-18-133-22-95.eu-west-2.compute.amazonaws.com.,72,9804,36,4182,36,5622
108.156.57.75,api.amazonalexa.com,72,23450,33,17784,39,5666
13.224.68.113,server-13-224-68-113.dub2.r.cloudfront.net.,72,10830,36,5208,36,5622
52.46.137.138,msh.amazon.com,69,31119,28,25353,41,5766
3.160.209.67,api.amazonalexa.com,69,23044,31,17638,38,5406
18.161.88.75,api.amazonalexa.com,69,23206,32,17698,37,5508
52.46.137.255,msh.amazon.com,66,30899,27,25241,39,5658
54.195.83.27,ec2-54-195-83-27.eu-west-1.compute.amazonaws.com.,63,8368,31,3551,32,4817
13.51.39.168,ec2-13-51-39-168.eu-north-1.compute.amazonaws.com.,62,8302,30,3485,32,4817
52.221.13.184,ec2-52-221-13-184.ap-southeast-1.compute.amazonaws.com.,62,8302,31,3551,31,4751
35.152.55.137,ec2-35-152-55-137.eu-south-1.compute.amazonaws.com.,61,8236,30,3485,31,4751
35.84.220.200,ec2-35-84-220-200.us-west-2.compute.amazonaws.com.,61,8236,30,3485,31,4751
13.246.213.185,ec2-13-246-213-185.af-south-1.compute.amazonaws.com.,61,8236,30,3485,31,4751
35.71.171.52,ae268d7a6fe389707.awsglobalaccelerator.com.,60,8170,30,3485,30,4685
51.16.92.58,ec2-51-16-92-58.il-central-1.compute.amazonaws.com.,60,8170,30,3485,30,4685
16.50.211.133,ec2-16-50-211-133.ap-southeast-4.compute.amazonaws.com.,60,8170,30,3485,30,4685
18.60.243.66,ec2-18-60-243-66.ap-south-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
3.13.153.215,ec2-3-13-153-215.us-east-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
43.201.199.42,ec2-43-201-199-42.ap-northeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
3.7.148.135,ec2-3-7-148-135.ap-south-1.compute.amazonaws.com.,60,8170,30,3485,30,4685
43.201.177.223,ec2-43-201-177-223.ap-northeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
16.62.90.207,ec2-16-62-90-207.eu-central-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
13.208.69.44,ec2-13-208-69-44.ap-northeast-3.compute.amazonaws.com.,60,8170,30,3485,30,4685
15.168.70.244,ec2-15-168-70-244.ap-northeast-3.compute.amazonaws.com.,60,8170,30,3485,30,4685
13.210.177.118,ec2-13-210-177-118.ap-southeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
18.244.38.103,dcovatbbq7lrh.cloudfront.net,59,39439,20,34644,39,4795
192.168.231.200,None,55,58465,55,58465,0,0
52.94.242.236,api.amazon.com,54,16512,22,12178,32,4334
52.46.131.184,api.amazon.com,54,16500,23,12232,31,4268
52.119.198.2,api.amazon.com,54,16512,22,12178,32,4334
209.54.178.166,api.amazon.com,54,16512,22,12178,32,4334
209.54.177.117,api.amazon.com,53,16480,22,12200,31,4280
52.119.196.31,api.amazon.com,52,16392,21,12124,31,4268
209.54.181.4,api.amazon.com,52,16426,22,12200,30,4226
209.54.180.44,api.amazon.com,52,16392,21,12124,31,4268
52.119.198.186,api.amazon.com,51,16326,21,12124,30,4202
52.46.131.209,api.amazon.com,50,16301,21,12153,29,4148
13.248.243.206,a07e31969031ccc86.awsglobalaccelerator.com.,50,6644,25,2842,25,3802
3.20.107.165,ec2-3-20-107-165.us-east-2.compute.amazonaws.com.,49,6602,24,2788,25,3814
75.2.3.78,a24178cbf0b78832a.awsglobalaccelerator.com.,49,6602,24,2788,25,3814
43.218.100.141,ec2-43-218-100-141.ap-southeast-3.compute.amazonaws.com.,49,6602,24,2788,25,3814
35.182.217.238,ec2-35-182-217-238.ca-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
51.17.36.244,ec2-51-17-36-244.il-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
54.244.28.174,ec2-54-244-28-174.us-west-2.compute.amazonaws.com.,49,6602,25,2854,24,3748
3.67.229.197,ec2-3-67-229-197.eu-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
18.102.11.65,ec2-18-102-11-65.eu-south-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
16.62.187.82,ec2-16-62-187-82.eu-central-2.compute.amazonaws.com.,48,6536,24,2788,24,3748
16.63.55.221,ec2-16-63-55-221.eu-central-2.compute.amazonaws.com.,48,6536,24,2788,24,3748
3.64.176.159,ec2-3-64-176-159.eu-central-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
75.2.116.18,a5c70c0afada587f0.awsglobalaccelerator.com.,48,6536,24,2788,24,3748
18.228.230.255,ec2-18-228-230-255.sa-east-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
3.29.99.104,ec2-3-29-99-104.me-central-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
13.48.52.157,ec2-13-48-52-157.eu-north-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
13.39.187.90,ec2-13-39-187-90.eu-west-3.compute.amazonaws.com.,48,6536,24,2788,24,3748
75.2.109.205,a512ee089be232288.awsglobalaccelerator.com.,48,6536,24,2788,24,3748
16.50.219.161,ec2-16-50-219-161.ap-southeast-4.compute.amazonaws.com.,48,6536,24,2788,24,3748
18.100.207.87,ec2-18-100-207-87.eu-south-2.compute.amazonaws.com.,48,6536,24,2788,24,3748
54.192.111.50,server-54-192-111-50.mrs52.r.cloudfront.net.,48,7224,24,3476,24,3748
44.215.115.210,todo-ta-g7g.amazon.com,47,15430,20,11584,27,3846
67.220.240.26,msh.amazon.com,44,19522,18,15923,26,3599
3.33.224.248,a05f081c761df6b29.awsglobalaccelerator.com.,39,5100,19,2145,20,2955
75.2.6.154,a2e2e08395ccdd049.awsglobalaccelerator.com.,38,5034,18,2091,20,2943
15.197.151.222,a8f946e731597bd1e.awsglobalaccelerator.com.,38,5022,19,2145,19,2877
3.77.210.19,ec2-3-77-210-19.eu-central-1.compute.amazonaws.com.,38,5022,19,2145,19,2877
35.71.148.238,add4b7cc5bc530450.awsglobalaccelerator.com.,38,5034,18,2091,20,2943
54.147.43.111,ec2-54-147-43-111.compute-1.amazonaws.com.,37,4968,19,2157,18,2811
15.197.236.172,a3766e355f43d3360.awsglobalaccelerator.com.,37,4980,18,2091,19,2889
99.83.234.36,a2e2e08395ccdd049.awsglobalaccelerator.com.,37,4980,18,2091,19,2889
52.209.225.62,ec2-52-209-225-62.eu-west-1.compute.amazonaws.com.,37,4968,18,2091,19,2877
13.50.170.219,ec2-13-50-170-219.eu-north-1.compute.amazonaws.com.,37,4968,18,2091,19,2877
18.167.227.150,ec2-18-167-227-150.ap-east-1.compute.amazonaws.com.,37,4968,19,2157,18,2811
157.175.143.101,ec2-157-175-143-101.me-south-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
3.209.151.116,ec2-3-209-151-116.compute-1.amazonaws.com.,36,4902,18,2091,18,2811
54.185.107.111,ec2-54-185-107-111.us-west-2.compute.amazonaws.com.,36,4902,18,2091,18,2811
3.29.96.206,ec2-3-29-96-206.me-central-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
43.201.159.188,ec2-43-201-159-188.ap-northeast-2.compute.amazonaws.com.,36,4902,18,2091,18,2811
51.17.102.77,ec2-51-17-102-77.il-central-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
18.60.244.231,ec2-18-60-244-231.ap-south-2.compute.amazonaws.com.,36,4902,18,2091,18,2811
76.223.110.139,a07e31969031ccc86.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
3.38.241.204,ec2-3-38-241-204.ap-northeast-2.compute.amazonaws.com.,36,4902,18,2091,18,2811
3.33.190.248,a941a8c5190e0bcf1.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
13.246.125.252,ec2-13-246-125-252.af-south-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
15.185.179.70,ec2-15-185-179-70.me-south-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
52.223.21.75,add4b7cc5bc530450.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
52.223.46.90,adce066200267ce8e.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
52.223.30.179,ae268d7a6fe389707.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
13.245.126.151,ec2-13-245-126-151.af-south-1.compute.amazonaws.com.,36,4902,18,2091,18,2811
99.86.219.83,api.amazonalexa.com,36,11538,16,8853,20,2685
15.197.152.61,a9847621939d16255.awsglobalaccelerator.com.,36,4902,18,2091,18,2811
108.138.189.24,server-108-138-189-24.mxp64.r.cloudfront.net.,36,5418,18,2607,18,2811
54.192.111.32,server-54-192-111-32.mrs52.r.cloudfront.net.,36,5418,18,2607,18,2811
54.192.111.42,server-54-192-111-42.mrs52.r.cloudfront.net.,36,5418,18,2607,18,2811
44.231.61.240,arcus-uswest.amazon.com,35,9056,16,6892,19,2164
54.68.57.171,arcus-uswest.amazon.com,34,8990,15,6826,19,2164
99.86.122.166,dcovatbbq7lrh.cloudfront.net,34,20024,16,17729,18,2295
16.182.74.121,dcm-allowlist-filter-prod.s3.amazonaws.com,32,8449,15,6756,17,1693
54.70.5.180,arcus-uswest.amazon.com,32,8870,14,6760,18,2110
18.244.38.118,dcovatbbq7lrh.cloudfront.net,29,19690,10,17324,19,2366
209.54.178.134,api.amazon.com,28,8310,12,6143,16,2167
52.46.131.169,api.amazon.com,27,8256,11,6089,16,2167
3.33.134.16,a9847621939d16255.awsglobalaccelerator.com.,26,3400,12,1394,14,2006
52.46.128.81,api.amazon.com,26,8202,11,6089,15,2113
52.46.143.123,api.amazon.com,26,8202,11,6089,15,2113
52.46.149.20,api.amazon.com,25,8136,11,6089,14,2047
75.2.123.44,a828430f72f9517eb.awsglobalaccelerator.com.,25,3346,12,1394,13,1952
43.198.26.152,ec2-43-198-26-152.ap-east-1.compute.amazonaws.com.,25,3334,13,1460,12,1874
3.33.137.33,a8f946e731597bd1e.awsglobalaccelerator.com.,25,3346,12,1394,13,1952
75.2.1.39,a4b39eab7b14d9701.awsglobalaccelerator.com.,25,3334,12,1394,13,1940
209.54.179.88,api.amazon.com,25,8136,11,6089,14,2047
13.248.184.61,ad280fef1f0e0916d.awsglobalaccelerator.com.,25,3346,12,1394,13,1952
209.54.177.114,api.amazon.com,25,8136,11,6089,14,2047
99.83.165.83,a846152873e5c93b1.awsglobalaccelerator.com.,25,3334,12,1394,13,1940
54.239.27.82,api.amazon.com,25,8136,10,6035,15,2101
65.1.204.95,ec2-65-1-204-95.ap-south-1.compute.amazonaws.com.,24,3268,12,1394,12,1874
76.223.0.209,aeeea1a4409c8f88d.awsglobalaccelerator.com.,24,3268,12,1394,12,1874
43.218.52.14,ec2-43-218-52-14.ap-southeast-3.compute.amazonaws.com.,24,3268,12,1394,12,1874
15.236.72.134,ec2-15-236-72-134.eu-west-3.compute.amazonaws.com.,24,3268,12,1394,12,1874
35.176.84.229,ec2-35-176-84-229.eu-west-2.compute.amazonaws.com.,24,3268,12,1394,12,1874
44.215.133.149,todo-ta-g7g.amazon.com,24,7760,10,5792,14,1968
18.167.119.68,ec2-18-167-119-68.ap-east-1.compute.amazonaws.com.,24,3268,12,1394,12,1874
99.83.198.53,a5c70c0afada587f0.awsglobalaccelerator.com.,24,3268,12,1394,12,1874
52.42.186.215,ec2-52-42-186-215.us-west-2.compute.amazonaws.com.,24,3268,12,1394,12,1874
3.29.46.75,ec2-3-29-46-75.me-central-1.compute.amazonaws.com.,24,3268,12,1394,12,1874
18.101.12.43,ec2-18-101-12-43.eu-south-2.compute.amazonaws.com.,24,3268,12,1394,12,1874
3.33.212.93,a3766e355f43d3360.awsglobalaccelerator.com.,24,3268,12,1394,12,1874
52.46.158.193,api.amazon.com,24,8133,9,6032,15,2101
75.2.15.139,a846152873e5c93b1.awsglobalaccelerator.com.,24,3268,12,1394,12,1874
108.138.189.80,server-108-138-189-80.mxp64.r.cloudfront.net.,24,3612,12,1738,12,1874
108.138.189.60,server-108-138-189-60.mxp64.r.cloudfront.net.,24,3612,12,1738,12,1874
13.225.239.13,server-13-225-239-13.bru50.r.cloudfront.net.,24,3612,12,1738,12,1874
13.225.239.25,server-13-225-239-25.bru50.r.cloudfront.net.,24,3612,12,1738,12,1874
76.223.74.194,a64a349a8db5eabdf.awsglobalaccelerator.com.,24,3268,12,1394,12,1874
52.46.142.156,msh.amazon.com,23,8199,9,6605,14,1594
13.249.9.116,ffs-provisioner-config.amazon-dss.com,23,8672,11,6849,12,1823
13.249.9.72,ffs-provisioner-config.amazon-dss.com,22,8628,10,6783,12,1845
52.94.239.41,msh.amazon.com,22,8145,9,6605,13,1540
52.46.137.51,msh.amazon.com,21,8091,8,6551,13,1540
52.94.233.34,msh.amazon.com,21,11323,8,9264,13,2059
209.54.183.177,msh.amazon.com,21,8062,8,6522,13,1540
52.46.128.145,msh.amazon.com,21,8062,9,6576,12,1486
209.54.179.225,msh.amazon.com,20,8008,8,6522,12,1486
44.215.129.169,dss-na.amazon.com,20,8259,8,6386,12,1873
52.46.138.235,msh.amazon.com,20,8008,8,6522,12,1486
209.54.183.200,msh.amazon.com,20,8008,8,6522,12,1486
44.215.115.150,dss-na.amazon.com,20,8259,8,6386,12,1873
209.54.179.224,msh.amazon.com,20,8008,8,6522,12,1486
209.54.183.178,msh.amazon.com,20,8008,8,6522,12,1486
52.46.147.136,msh.amazon.com,19,7954,7,6468,12,1486
52.46.128.80,msh.amazon.com,19,7954,7,6468,12,1486
209.54.180.2,msh.amazon.com,19,7954,7,6468,12,1486
209.54.183.194,msh.amazon.com,19,7954,7,6468,12,1486
15.197.207.128,a05f081c761df6b29.awsglobalaccelerator.com.,13,1700,6,697,7,1003
18.239.50.129,server-18-239-50-129.ams58.r.cloudfront.net.,13,1872,6,869,7,1003
35.71.179.85,adce066200267ce8e.awsglobalaccelerator.com.,12,1634,6,697,6,937
99.83.145.183,a4b39eab7b14d9701.awsglobalaccelerator.com.,12,1634,6,697,6,937
50.18.114.8,ec2-50-18-114-8.us-west-1.compute.amazonaws.com.,12,1634,6,697,6,937
18.210.3.71,ec2-18-210-3-71.compute-1.amazonaws.com.,12,1634,6,697,6,937
18.100.101.26,ec2-18-100-101-26.eu-south-2.compute.amazonaws.com.,12,1634,6,697,6,937
15.197.228.53,a24c175bbe3715653.awsglobalaccelerator.com.,12,1634,6,697,6,937
13.232.140.123,ec2-13-232-140-123.ap-south-1.compute.amazonaws.com.,12,1634,6,697,6,937
52.7.126.243,ec2-52-7-126-243.compute-1.amazonaws.com.,12,1634,6,697,6,937
35.71.173.74,afd0f6da4431bffe9.awsglobalaccelerator.com.,12,1634,6,697,6,937
13.248.200.177,a64a349a8db5eabdf.awsglobalaccelerator.com.,12,1634,6,697,6,937
35.71.135.160,a0f6c34fe3c793776.awsglobalaccelerator.com.,12,1634,6,697,6,937
34.230.178.29,ec2-34-230-178-29.compute-1.amazonaws.com.,12,1634,6,697,6,937
15.197.176.119,a941a8c5190e0bcf1.awsglobalaccelerator.com.,12,1634,6,697,6,937
18.239.50.15,server-18-239-50-15.ams58.r.cloudfront.net.,12,1806,6,869,6,937
52.223.6.226,afd0f6da4431bffe9.awsglobalaccelerator.com.,12,1634,6,697,6,937
13.225.239.37,server-13-225-239-37.bru50.r.cloudfront.net.,12,1806,6,869,6,937
18.172.213.66,server-18-172-213-66.bcn50.r.cloudfront.net.,12,1806,6,869,6,937
18.172.213.65,server-18-172-213-65.bcn50.r.cloudfront.net.,12,1806,6,869,6,937
54.192.111.61,server-54-192-111-61.mrs52.r.cloudfront.net.,12,1806,6,869,6,937
52.223.57.92,a0f6c34fe3c793776.awsglobalaccelerator.com.,12,1634,6,697,6,937
99.83.136.151,a24178cbf0b78832a.awsglobalaccelerator.com.,12,1634,6,697,6,937
3.231.142.64,ec2-3-231-142-64.compute-1.amazonaws.com.,10,979,5,476,5,503
54.221.115.48,ec2-54-221-115-48.compute-1.amazonaws.com.,10,979,5,476,5,503
35.174.238.195,ec2-35-174-238-195.compute-1.amazonaws.com.,10,979,5,476,5,503
34.234.3.233,ec2-34-234-3-233.compute-1.amazonaws.com.,10,979,5,476,5,503
3.15.249.145,ec2-3-15-249-145.us-east-2.compute.amazonaws.com.,10,979,5,476,5,503
44.217.254.49,ec2-44-217-254-49.compute-1.amazonaws.com.,10,967,5,464,5,503
34.236.6.206,ec2-34-236-6-206.compute-1.amazonaws.com.,2,180,1,90,1,90
52.45.237.36,ec2-52-45-237-36.compute-1.amazonaws.com.,2,180,1,90,1,90
fe80::fe49:2dff:fe34:9828,None,175,17325,175,17325,0,0
ff02::fb,None,175,17325,0,0,175,17325
