IP, Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
2607:f8b0:4004:c07::68,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c07::5e,*.1e100.net,None,None,30,3747,15,1752,15,1995
2607:f8b0:4004:c06::67,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::68,*.1e100.net,None,None,43,15530,21,11944,22,3586
2607:f8b0:4004:c06::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c06::6a,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::93,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::63,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c09::68,*.1e100.net,None,None,22,7807,10,5928,12,1879
2607:f8b0:4004:c09::69,*.1e100.net,None,None,45,15698,21,11940,24,3758
2607:f8b0:4004:c09::5e,*.1e100.net,None,None,20,2498,10,1168,10,1330
2607:f8b0:4004:c08::5e,*.1e100.net,None,None,20,2498,10,1168,10,1330
2607:f8b0:4004:c0b::69,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c0b::6a,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c0b::5e,*.1e100.net,None,None,10,1249,5,584,5,665
2607:f8b0:4004:c19::68,*.1e100.net,None,None,22,7807,10,5928,12,1879
142.251.111.94,*.1e100.net,United States,None,10,1049,5,484,5,565
2607:f8b0:4004:c17::67,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c17::68,*.1e100.net,None,None,21,7719,10,5926,11,1793
2607:f8b0:4004:c17::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c17::5e,*.1e100.net,None,None,60,7494,30,3504,30,3990
2607:f8b0:4004:c1b::67,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c1b::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c1b::93,*.1e100.net,None,None,22,7806,11,6013,11,1793
2607:f8b0:4004:c1b::5e,*.1e100.net,None,None,50,6245,25,2920,25,3325
2607:f8b0:4004:c1b::63,*.1e100.net,None,None,43,15524,21,11938,22,3586
2607:f8b0:4004:c1d::5e,*.1e100.net,None,None,30,3747,15,1752,15,1995
2607:f8b0:4004:c1d::63,*.1e100.net,None,None,24,7966,12,6087,12,1879
31.13.66.10,*.facebook.com,United States,US;US;US;US,32,6525,14,4301,18,2224
2a03:2880:f003:100:face:b00c:0:3,*.fbcdn.net,None,None,50,14495,23,10501,27,3994
2a03:2880:f003:c09:face:b00c:0:6206,*mqtt*.facebook.com,None,None,6713,728575,3344,368523,3369,360052
2a03:2880:f003:116:face:b00c:0:6206,*mqtt*.facebook.com,None,None,18619,2045140,9287,1019442,9332,1025698
2a03:2880:f003:c05:face:b00c:0:8e,*mqtt*.facebook.com,None,None,36718,4024770,13479,1640778,23239,2383992
2a03:2880:f003:115:face:b00c:0:8e,*mqtt*.facebook.com,None,None,128741,13588074,56824,6236762,71917,7351312
2a03:2880:f012:113:face:b00c:0:8e,*mqtt*.facebook.com,None,None,207,25990,75,12038,132,13952
2a03:2880:f103:80:face:b00c:0:1ea0,*mqtt*.facebook.com,None,None,634,76301,266,31235,368,45066
2a03:2880:f103:183:face:b00c:0:1ea0,*mqtt*.facebook.com,None,None,2089,244353,869,102537,1220,141816
2a03:2880:f211:c1:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,524,177873,244,127198,280,50675
2a03:2880:f272:ca:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,16,6710,6,5042,10,1668
2a03:2880:f203:c1:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,1538324,2145870135,685875,1962017509,852449,183852626
2a03:2880:f212:c1:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,177,60030,81,43478,96,16552
2a03:2880:f211:1ce:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,607,216166,278,156076,329,60090
2a03:2880:f203:1cc:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,4921011,7306372358,2289366,6923255378,2631645,383116980
2a03:2880:f212:1c8:face:b00c:0:32c2,edge-oculus*.fbcdn.net,None,None,909,488638,414,384777,495,103861
2a03:2880:f003:c1b:face:b00c:0:2b80,edge-secure*.facebook.com,None,None,1316,410145,633,281862,683,128283
2a03:2880:f003:110:face:b00c:0:2b80,edge-secure*.facebook.com,None,None,1802,567481,864,377623,938,189858
2a03:2880:f012:10f:face:b00c:0:2b80,edge-secure*.facebook.com,None,None,27,8018,13,5615,14,2403
157.240.229.17,edge-star*.facebook.com,United States,None,52,3504,17,1242,35,2262
2a03:2880:f011:1:face:b00c:0:1,edge-star*.facebook.com,None,None,1010,1470390,512,82489,498,1387901
2a03:2880:f003:c07:face:b00c:0:2,edge-star*.facebook.com,None,None,155327,215764472,81379,12476446,73948,203288026
2a03:2880:f012:1:face:b00c:0:1,edge-star*.facebook.com,None,None,1986,3003526,1077,160113,909,2843413
2a03:2880:f082:e:face:b00c:0:2,edge-star*.facebook.com,None,None,298,409590,149,21252,149,388338
2a03:2880:f011:110:face:b00c:0:2,edge-star*.facebook.com,None,None,40,35581,16,5594,24,29987
2a03:2880:f003:112:face:b00c:0:2,edge-star*.facebook.com,None,None,280953,380868018,145650,22033537,135303,358834481
2a03:2880:f012:100:face:b00c:0:2,edge-star*.facebook.com,None,None,8431,12536792,4579,676721,3852,11860071
2a03:2880:f103:83:face:b00c:0:25de,edge-star*.facebook.com,None,None,7208,8641651,2543,8148059,4665,493592
2a03:2880:f103:181:face:b00c:0:25de,edge-star*.facebook.com,None,None,7362,8453614,2740,7876825,4622,576789
31.13.66.4,graph.facebook.com,United States,None,297,385582,153,18614,144,366968
157.240.229.55,graph.oculus.com,United States,US;US;US;US,916,201954,387,109964,529,91990
31.13.66.48,graph.oculus.com,United States,US;US;US;US,478,112027,207,55151,271,56876
31.13.66.34,*mqtt*.facebook.com,United States,None,537,49406,248,24329,289,25077
157.240.229.34,*mqtt*.facebook.com,United States,None,464,40366,228,19269,236,21097
192.168.1.1,None,None,None,138,8832,69,3726,69,5106
2601:14d:8500:7764:4056:3d01:e971:800e,None,None,None,5197423,8243776101,2754117,387621981,2443306,7856154120
2601:14d:8500:7764:b527:adb1:6930:7b3c,None,None,None,1159286,1399152706,653735,426894233,505551,972258473
2601:14d:8500:7764:9117:5d78:eb30:67a1,None,None,None,152481,112219358,82043,89499338,70438,22720020
2601:14d:8500:7764:6c82:816d:43fd:c576,None,None,None,129348,73678597,70682,50747916,58666,22930681
2601:14d:8500:7764:804:69d7:86e5:d261,None,None,None,122053,68241999,65099,48911373,56954,19330626
2601:14d:8500:7764:a44d:32f2:c6a1:c01b,None,None,None,110934,63855022,60323,47183192,50611,16671830
2601:14d:8500:7764:b9d2:cbf8:77cc:47d9,None,None,None,110401,63711941,59672,47152068,50729,16559873
2601:14d:8500:7764:fd81:60c0:6e04:27c4,None,None,None,108309,63042486,58228,46966247,50081,16076239
2601:14d:8500:7764:583f:d38b:42ab:3722,None,None,None,33006,18793736,17696,13709967,15310,5083769
fdb3:3744:776d::1,None,None,None,86,7224,43,3182,43,4042
fdb3:3744:776d:0:4056:3d01:e971:800e,None,None,None,12,1008,6,564,6,444
fdb3:3744:776d:0:9117:5d78:eb30:67a1,None,None,None,12,1008,6,564,6,444
fdb3:3744:776d:0:6c82:816d:43fd:c576,None,None,None,12,1008,6,564,6,444
fdb3:3744:776d:0:b9d2:cbf8:77cc:47d9,None,None,None,10,840,5,470,5,370
fdb3:3744:776d:0:fd81:60c0:6e04:27c4,None,None,None,10,840,5,470,5,370
fdb3:3744:776d:0:a44d:32f2:c6a1:c01b,None,None,None,10,840,5,470,5,370
fdb3:3744:776d:0:b527:adb1:6930:7b3c,None,None,None,8,672,4,376,4,296
fdb3:3744:776d:0:804:69d7:86e5:d261,None,None,None,8,672,4,376,4,296
fdb3:3744:776d:0:583f:d38b:42ab:3722,None,None,None,4,336,2,188,2,148
2a03:2880:ff0b::123,time.facebook.com,None,None,248,27280,124,13640,124,13640
129.134.29.123,time.facebook.com,United States,None,2,180,1,90,1,90
2a03:2880:ff0c::123,time.facebook.com,None,None,308,33880,154,16940,154,16940
129.134.25.123,time.facebook.com,United States,None,2,180,1,90,1,90
2a03:2880:ff08::123,time.facebook.com,None,None,322,35420,161,17710,161,17710
129.134.26.123,time.facebook.com,United States,None,2,180,1,90,1,90
2a03:2880:ff09::123,time.facebook.com,None,None,328,36080,164,18040,164,18040
2a03:2880:ff0a::123,time.facebook.com,None,None,222,24420,111,12210,111,12210
