IP, Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
52.44.34.140,*.compute-1.amazonaws.com.,United States,None,30320,2630557,10156,985892,20164,1644665
34.194.40.211,0.ntp.nvts.co,United States,None,440,26546,220,14263,220,12283
52.200.232.52,0.ntp.nvts.co,United States,None,394,23767,197,12770,197,10997
44.213.42.13,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,707,209268,305,164118,402,45150
52.70.161.86,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,606,193269,259,154954,347,38315
34.193.127.115,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,534,163399,229,129414,305,33985
54.204.59.176,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,514,160186,220,127556,294,32630
54.210.33.145,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,493,156919,210,125644,283,31275
52.54.212.178,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,437,138879,187,111190,250,27689
34.197.164.221,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,402,123950,172,98360,230,25590
34.225.243.222,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,384,120893,165,96658,219,24235
184.73.233.73,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,224,72448,96,58368,128,14080
3.216.168.201,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,179,51556,77,40046,102,11510
34.196.181.225,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,84,27204,36,21924,48,5280
54.197.57.108,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,84,27204,36,21924,48,5280
34.203.118.105,deviceapi.nvts.co,United States,US;US;US;US;US;US;US,48,12245,21,9130,27,3115
44.209.65.86,localweb.nvts.co,United States,US;US;US;US;US;US;US,451,151155,185,120662,266,30493
44.198.156.16,localweb.nvts.co,United States,US;US;US;US;US;US;US,285,95490,117,76218,168,19272
52.0.113.149,localweb.nvts.co,United States,US;US;US;US;US;US;US,209,71277,83,56850,126,14427
44.207.230.159,localweb.nvts.co,United States,US;US;US;US;US;US;US,47,15888,19,12682,28,3206
192.168.1.106,None,None,None,639562,135434556,351635,111422976,287927,24011580
239.255.255.250,None,None,None,10629,1897332,0,0,10629,1897332
192.168.1.1,None,None,None,1568,454882,784,394644,784,60238
52.217.88.158,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,91,34599,41,15374,50,19225
52.217.89.246,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,54,25970,23,7822,31,18148
54.231.236.88,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,47,17222,22,7768,25,9454
16.182.69.176,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,47,16882,22,7768,25,9114
16.182.103.72,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,46,17219,21,7714,25,9505
52.216.168.165,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,46,18009,20,7660,26,10349
52.216.154.206,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,45,17606,20,7660,25,9946
16.182.100.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,45,18165,19,7606,26,10559
52.217.10.206,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,45,17628,20,7660,25,9968
52.217.4.70,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16805,19,7606,25,9199
52.216.108.221,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17147,19,7606,25,9541
52.216.36.184,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17736,18,7552,26,10184
52.216.205.125,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17065,19,7606,25,9459
52.216.109.221,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16880,19,7606,25,9274
52.216.153.254,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16750,19,7606,25,9144
52.216.145.101,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17742,19,7606,25,10136
52.216.244.70,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16865,19,7606,25,9259
52.216.248.14,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16699,19,7606,25,9093
16.182.103.96,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16966,19,7606,25,9360
52.216.51.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16792,19,7606,25,9186
52.217.68.126,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17055,19,7606,25,9449
52.217.205.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16916,19,7606,25,9310
52.217.97.222,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16841,19,7606,25,9235
52.217.95.24,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16946,19,7606,25,9340
52.217.108.94,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17735,19,7606,25,10129
52.217.68.150,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16632,19,7606,25,9026
52.216.8.229,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16707,19,7606,25,9101
52.216.30.62,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16917,19,7606,25,9311
54.231.195.120,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17051,19,7606,25,9445
16.182.68.192,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16879,19,7606,25,9273
54.231.172.200,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16750,19,7606,25,9144
52.217.47.30,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16742,19,7606,25,9136
52.216.110.213,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17330,19,7606,25,9724
52.217.98.206,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17576,19,7606,25,9970
52.217.122.32,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16711,19,7606,25,9105
52.216.200.157,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16968,19,7606,25,9362
54.231.133.152,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16671,19,7606,25,9065
52.217.224.104,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17432,19,7606,25,9826
52.217.204.192,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17771,18,7552,26,10219
52.217.137.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,17042,19,7606,25,9436
52.217.170.16,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16672,18,7552,26,9120
54.231.132.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,44,16760,19,7606,25,9154
52.216.171.117,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16729,18,7552,25,9177
52.216.112.13,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16704,18,7552,25,9152
16.182.39.112,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17581,18,7552,25,10029
54.231.232.152,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17168,18,7552,25,9616
16.182.72.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16713,18,7552,25,9161
52.217.140.104,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16687,18,7552,25,9135
52.217.98.62,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17009,18,7552,25,9457
54.231.229.96,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16584,18,7552,25,9032
16.182.65.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16685,18,7552,25,9133
52.217.133.152,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16797,18,7552,25,9245
52.217.139.240,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16579,18,7552,25,9027
52.217.113.8,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16840,18,7552,25,9288
52.217.17.126,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17184,18,7552,25,9632
52.216.211.240,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16893,18,7552,25,9341
52.216.59.240,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16664,18,7552,25,9112
52.217.230.32,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17072,18,7552,25,9520
54.231.194.120,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17070,18,7552,25,9518
52.217.136.24,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16735,18,7552,25,9183
54.231.131.16,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16608,18,7552,25,9056
54.231.199.8,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16583,18,7552,25,9031
52.216.145.253,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17473,18,7552,25,9921
16.182.96.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16632,18,7552,25,9080
54.231.236.136,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16707,18,7552,25,9155
52.217.95.200,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16791,18,7552,25,9239
52.217.44.86,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16805,18,7552,25,9253
52.216.219.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16681,18,7552,25,9129
16.182.101.104,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16977,18,7552,25,9425
54.231.196.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16790,18,7552,25,9238
52.216.76.126,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16696,18,7552,25,9144
52.217.207.56,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17575,18,7552,25,10023
52.216.76.38,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17446,18,7552,25,9894
52.216.41.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17309,18,7552,25,9757
52.216.108.69,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16614,18,7552,25,9062
54.231.197.96,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16750,18,7552,25,9198
52.216.152.246,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17264,18,7552,25,9712
52.217.171.248,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17002,18,7552,25,9450
52.216.215.24,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16773,18,7552,25,9221
54.231.225.16,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16857,18,7552,25,9305
52.216.9.213,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16599,18,7552,25,9047
54.231.224.200,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16828,18,7552,25,9276
54.231.166.208,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16533,18,7552,25,8981
52.217.84.118,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16716,18,7552,25,9164
3.5.8.175,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17766,18,7776,25,9990
52.216.218.56,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17575,18,7552,25,10023
52.216.10.181,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17404,18,7552,25,9852
16.182.107.64,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17658,18,7552,25,10106
54.231.139.72,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16823,18,7552,25,9271
52.216.240.134,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16702,18,7552,25,9150
52.217.9.206,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16757,18,7552,25,9205
52.217.206.152,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16909,18,7552,25,9357
54.231.133.232,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16719,18,7552,25,9167
52.217.166.96,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16868,18,7552,25,9316
52.216.54.80,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16851,18,7552,25,9299
54.231.225.96,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17720,18,7552,25,10168
52.216.245.86,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16659,18,7552,25,9107
52.216.177.21,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16799,18,7552,25,9247
52.216.114.173,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16772,18,7552,25,9220
54.231.198.88,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16932,18,7552,25,9380
54.231.224.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16756,18,7552,25,9204
52.217.132.48,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17025,18,7552,25,9473
54.231.225.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16692,18,7552,25,9140
54.231.138.168,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17117,18,7552,25,9565
54.231.134.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17333,18,7552,25,9781
52.216.249.254,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17543,18,7552,25,9991
16.182.67.128,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,17727,18,7552,25,10175
52.217.224.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16904,18,7552,25,9352
54.231.230.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16971,18,7552,25,9419
16.182.36.8,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16888,18,7552,25,9336
52.216.35.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,43,16623,18,7552,25,9071
52.217.164.72,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16802,17,7498,25,9304
52.216.44.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17432,17,7498,25,9934
54.231.160.32,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16565,17,7498,25,9067
16.182.97.208,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16546,17,7498,25,9048
52.217.225.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17165,17,7498,25,9667
52.216.33.48,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16827,17,7498,25,9329
16.182.35.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16771,17,7498,25,9273
52.216.59.72,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16790,17,7498,25,9292
54.231.193.80,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17477,17,7498,25,9979
54.231.161.120,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16781,17,7498,25,9283
52.217.202.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16820,17,7498,25,9322
54.231.172.104,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16723,17,7498,25,9225
52.216.62.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16709,17,7498,25,9211
54.231.131.240,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16686,17,7498,25,9188
52.216.216.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16598,17,7498,25,9100
52.217.114.168,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17118,17,7498,25,9620
52.217.113.56,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17091,17,7498,25,9593
52.216.221.176,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17505,17,7498,25,10007
16.182.96.16,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17492,17,7498,25,9994
52.217.170.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16763,17,7498,25,9265
52.216.63.16,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16653,17,7498,25,9155
52.217.231.48,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16587,17,7498,25,9089
52.217.121.184,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16646,17,7498,25,9148
54.231.224.192,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16440,17,7498,25,8942
54.231.230.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16475,17,7498,25,8977
54.231.227.32,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16791,17,7498,25,9293
52.216.41.80,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17221,17,7498,25,9723
54.231.134.24,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16627,17,7498,25,9129
52.217.233.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16503,17,7498,25,9005
52.217.142.240,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16764,17,7498,25,9266
52.217.203.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16797,17,7498,25,9299
52.217.121.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16681,17,7498,25,9183
54.231.135.152,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17133,17,7498,25,9635
54.231.130.128,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16659,17,7498,25,9161
16.182.68.208,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16681,17,7498,25,9183
54.231.134.168,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16583,17,7498,25,9085
52.217.224.80,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16898,17,7498,25,9400
16.182.65.120,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16979,17,7498,25,9481
52.216.63.56,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16551,17,7498,25,9053
52.217.235.160,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17209,17,7498,25,9711
52.217.124.56,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17106,17,7498,25,9608
52.216.43.144,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16735,17,7498,25,9237
54.231.194.112,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16982,17,7498,25,9484
52.216.62.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16933,17,7498,25,9435
52.217.207.40,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16745,17,7498,25,9247
52.216.33.72,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16757,17,7498,25,9259
54.231.232.216,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,17203,17,7498,25,9705
52.216.221.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16807,17,7498,25,9309
54.231.139.184,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16692,17,7498,25,9194
54.231.226.192,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16635,17,7498,25,9137
54.231.193.224,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16713,17,7498,25,9215
52.216.114.53,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,42,16893,18,7552,24,9341
52.217.100.86,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,41,16626,16,7444,25,9182
52.217.141.0,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,41,17127,17,7498,24,9629
54.231.171.184,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,41,16762,16,7444,25,9318
52.216.52.120,*.us-east-1.amazonaws.com,United States,US;US;US;US;US;US;US,40,16891,18,7552,22,9339
